,text,label
50,사장님.. 예전에 가게 옮기기 전에 자주 갔는데 싼가격에 모밀도 엄청 많이 주셔서 너무 좋았었는데 가격이 오른건 괜찮은데요 모밀 양이 한젓가락밖에 안되고 롤도 집으면 다 풀리네요.. 예전엔 배불러서 남겼는데 다 먹어도 배고프고요ㅠㅠ 초심을 잃으신듯해요 오랜만에 왔는데 기분이 안좋네요 다신 안올듯합니다 여기 경희대 주변에 맛있고 합리적인 식당 많으건 잘 아실텐데.. 이제 경쟁력이 없네요,1
51,그룹으로 방문해서 맛있게 먹었는데 회뿐만 아니라 술도 시키면서 적당히드시라는 말을 계속해서 사용해 좀 불쾌했어요. 무한리필이라고 하지만 이정도까지 부담스러울 줄은 몰랐어요. 운동선수처럼 많이 먹는 것도 아닌데 테이블에서 TV를 보면서 맥주를 마시는 건 별로였어요. 손님이 우리 테이블뿐인데 그렇게 대우를 받으니 싫네요. 다음에는 이곳에 방문하지 않을 거에요.,1
52,"라운즈 앱을 통해 신발과 사이즈를 구입했습니다. 제 발 사이즈가 특이해서 사이즈 선택에 애를 먹었는데, 직원분들이 매우 친절하게 도와주셨습니다. 발 사이즈 재는 것도 꼼꼼하게 해주시고, 어떤 질문에도 잘 대답해주셔서 정말 감사했습니다. 특히 제 발에 잘 맞는 신발을 찾아 맞춰주셔서 편하게 사용할 수 있었습니다.",1
53,"비건 친구한테 추천받아서 여기 갔는데, 다른 비건 식당들과는 차원이 다른 맛이더라고요ㅋㅋㅋ 브루고뉴 스타일의 리조토는 정말 특별했고, 신선한 시금치 패스코파스타는 입맛을 돋구어 주었어요. 그리고 고기가 없는데도 풍부한 맛을 선사하는 노미트 보울은 정말로 가치있는 선택이었어요. 한국에도 이런 비건 식당이 더 많이 생기면 좋겠다는 생각이 들었답니다. 샐러드와 야채들의 맛은 정말 맛있었는데, 대화에 딴짓하느라 정확한 메뉴의 맛은 기억에 잘 남지 않았네요;.; 그래도 맛없다고 포기하지 않고 모든 음식을 다 먹었으니까 만족스러운 식사였어요!",1
54,"★★★☆(3.5) 모둠초밥(12,000원)를 주문했더니 가격대비로는 꽤 맛있었어요! 한가지만 요청했는데도 참소라를 연어로 바꿔주셔서 정말 고맙습니다. 연어는 두꺼워서 맛도 좋았어요. 광어 초밥은 조금 아쉽게도 따뜻해서 제대로 즐기지 못했지만, 가게 내부는 조금 혼잡한 느낌이었습니다. 전반적으로는 괜찮았지만 특별한 장점은 느끼지 못했습니다.",1
55,치킨 반마리를 주문했는데 맛있었어요. 골뱅이소면도 함께 추천해줘서 좋았어요. 사이드메뉴와 함께 먹으니 치킨의 맛이 더욱 살아났어요. 치킨은 크기도 작고 살도 적어서 한 번에 먹기 딱 좋았어요. 추천합니다!,1
56,"그랜잔 꼬들살 냉동이 조금 아쉽긴 하지만 전반적으로 식재료와 소스들이 맛있게 어울러져 있습니다. 중간에 나오는 와사비 소스의 풍미가 정말 좋아요. 담백한 파저리와 신선한 날계란의 조합도 좋았어요. 많은 양의 채소가 제공되어서 도톰한 만족감을 주는데, 너무 맛있어서 남긴 양이 죄송스러웠습니다. 앞으로는 미리 요청할게요. 볶음밥은 담백하게 잘 조리되어 있어서 맛있었습니다. 주인과 직원들의 친절한 서비스도 더욱 좋았습니다. 맛이 최고냐고 하셨다면, 좋은 고깃집도 있겠지만 여기는 맛과 분위기, 정성이 어우러져 최고점수를 받을 만큼 좋은 곳입니다.",1
57,"도넛 사러 갔다가 정말 놀랐어요. 매장 문이 바깥으로 열리고 손님이 직접 도넛을 집을 수 있는 점이 인상적이었어요. 하지만, 매장 내에서 손님들이 마스크를 벗고 대화하고 있던 것은 불안했어요. 특히, 두 명의 아이들이 도넛을 만지려는 모습을 보았는데, 마스크는 어설프게 끼고 있었지만, 이들을 막으려는 사람은 없었어요. 평소에 자주 가던 곳이었지만, 이번 방문을 계기로 다시는 방문하지 않을 것을 결심하게 되었습니다. 그래도 도넛은 맛있었어요.",1
58,"돈까스에 대한 의견을 말씀드리면, 정말 깔끔하고 맛있어요. 두 조각이지만 양이 꽤 많아서 만족스러웠습니다. 고로케는 아이도 부드럽게 먹을 수 있을 것 같았고, 새우튀김과 타르타르 소스는 수제로 만들었다고 적혀있어서 궁금했는데 실제로 맛이 훌륭했습니다. 다음에는 생선까스도 시켜서 타르타르 소스를 즐겨먹을 생각입니다. 돈까스와 고로케를 다 먹을 생각에 기분이 좋아져서 매우 만족스러웠습니다. 맛있게 잘 먹었습니다!",1
59,"도넛 사러갔다가 경악하고 나옴. 1. 손님이 직접 집을 수 있도록 도넛장을 바깥쪽으로 열어둔 점에 경악했습니다. 유리장이 열려있는데 매장 안에 있는 손님들이 다 마스크를 벗고 대화를 나누고 있었습니다. 2. 제 앞에 애들 둘이 손으로 만지려고 하면서 도넛을 보면서 대화하는데, 마스크를 끼고 있어도 어설프게 끼고 있는데다 자꾸 만지려고 하더라고요. 하지만 와서 막는 사람이 한 명도 없었습니다. 이 번에 오랜만에 방문한 매장에서 이런 상황을 보고, 다시는 이곳에 가지 않기로 결심했습니다.",1
60,"직원들의 태도가 정말 별로였어요 ㅋㅋㅋㅋ 가볼만한 가게라는 소문을 듣고 인터넷으로 더 싼 가격을 알고 있었는데, 여러 가지 질문을 하려고 했는데도 돈을 벌어야하는 질문이 아니면 직원들은 관심을 가지지 않았어요. 직원이 걸어가면서 말하거나... (고객은 직원 뒤를 따라가며 듣음) 또는 전혀 알지 못하는척 일관했어요 (무성의한 어조로...) 그냥 인터넷에서 질문하고 인터넷으로 구매해야겠어요. 가지마세요. 감정적으로 피해를 입히고 시간을 낭비할 뿐입니다.",1
61,"[위생불량-이물질] 피자를 주문해서 먹다가 갑자기 이물질을 발견했어요. 처음에는 환불을 요청하니 점원이 두 조각만 환불해주겠다고 했어요. 그래서 가게 직원이 와서 확인을 했고, 본사에서도 내일 연락할 거라고 했어요. 하지만 제가 직접 확인한 결과, 이 이물질은 가게에서 사용하는 식재료가 아닌 것 같아서 회수와 환불 요청을 철회했어요. 씹다가 나온 것인데, 정말 식사를 즐기는데 방해됐던 경험이었어요. 가게에서 똑바로 식재료를 관리해줬으면 좋겠어요. 좀 더 신뢰할 수 있는 음식점으로 가야겠어요.",1
62,저기...여기 부점장 정말 불친절하네요. 말투부터 고객응대까지 전부 한심하고 그지 없어요. 이런 사람이 서비스업이나 고객응대를 하다니 가능한 게 맞을까요? 제가 손님으로서 옥수동에 20년을 살았는데 이 가게를 손절하게 되는 건 처음이에요. 만약 장사를 오래 하려면 부점장을 교체해주세요. 진심으로요...고객응대 전화를 받다가 끊고 그 자리에서 고객을 비아냥대는 게 어떻게 말이 되나요? 다른 손님들도 듣고 있을 텐데...그냥 한 마디 해주고 지나갈게요.,1
63,"도넛 사러 갔다가 정말 놀랐어요. 먼저, 매장 문이 밖으로 열려있어서 손님이 직접 도넛을 집을 수 있었어요. 하지만, 매장 안에서는 모두가 마스크를 벗고 대화하고 있는 상황이었어요. 더욱 놀랐던 것은 내 앞에 있는 두 명의 아이들이 도넛을 보며 손으로 만지려고 했는데, 마스크 착용은 어설프게 하고 있었지만 그들을 막으려는 사람은 없었어요. 이렇게 매장 관리 상태가 좋지 않던 곳이었기 때문에 오랜만에 방문한 후로는 더 이상 가고 싶지 않은 마음이 들었어요.",1
64,"1편만큼의 독특함은 없지만, 이 게임은 여전히 흥미로운 요소를 가지고 있습니다. 시스템의 큰 개선으로 게임 플레이가 더 편리해졌고, 특히 1편에서 보이지 않던 리틀 시스터의 매력적인 변화는 주목할 만합니다. 또한 설정의 확장으로 인해 즐길 거리도 많이 늘어났습니다. ",1
65,"★★★★☆(4.5)
모둠 초밥(12,000원)을 시켰는데 정말 가성비가 좋았어요! 처음에는 참소라를 못 먹을 거라고 생각했는데, 친절한 스태프분이 연어로 바꿔주셨어요. 연어는 두껍고 신선해서 정말 맛있었어요! 다만, 광어 초밥은 조금 따뜻해서 아쉬웠어요. 가게 안으로 들어가니 조금 어수선한 느낌을 받았지만, 전반적으로는 괜찮은 경험이었어요. 하지만 큰 매력을 느끼진 못했어요.  좀 더 발전된 서비스를 기대해봐야겠어요.",1
66,"이 집 가격이 상당한 편이지만, 생선은 비싼 종류를 사용하지는 않는 것 같아요. 그래도 이 집 아저씨가 손질을 정말 잘 해놓으셨더라구요. 그리고 이 집 옆집이라는 사실때문에 글을 쓰지 않을까 생각이 드네요. 동네 사람들한테 많이 알려져서 상황이 좋지 않을 것 같아요. 하지만 동네에 가까운 집들 중에 비슷한 리뷰들이 많을 것 같아요.",1
67,"고객님이 귀찮으셨던 주문 후기를 남겨주셨네요. 저희 매장의 서비스 마인드는 아쉽게도 다소 미흡한 면이 있었던 것 같아요. 햄버거와 감자튀김의 온도와 기름 냄새에 대해서도 불만이 계셨군요. 비슷한 가격대의 다른 매장들과 비교해봤을 때 맘스터치의 감자튀김이 가장 매력적이라고 생각하셨는데, 이번 경험이 다시 맘스터치를 방문하고 싶지 않게 만들었네요. ",1
68," 제품은 괜찮았으나 서비스가 아쉬웠어요. 직접 운영하는 게 아니라서 그런지 문자 안내를 받고 찾아갔는데 미리 안내를 받지 못한 직원이 있었어요. 또한 매장 내에서 담배 냄새가 신경 쓰였어요. 개선이 필요한 부분이 몇 가지 있는 것 같아요. 제품 품질은 좋으나 서비스면에서는 좀 더 노력이 필요할 것 같아요. 방문할 때는 서비스에 큰 기대를 가지지 않는 걸 추천해요.""",1
69,"이 가격대에서 이런 퀄리티의 맛집을 찾기 힘들 것 같아요. 피자 도우는 아주 탱탱하고 맛있어요. 고구마 토핑도 푸짐하게 올려주시고, 페퍼로니도 많이 올려주셔서 만족스러웠어요. 스파게티도 맛이 좋았다는 점을 언급하고 싶어요. 다만, 불고기와 쉬림프의 단맛은 조금 줄였으면 더 좋을 것 같네요.",1
70,"직원들 좀 싸가지 없네요 ㅋㅋ 인터넷에서 더 저렴하게 사는 방법도 알고 있는데, 여러 가지 물어보려고 해도 돈을 벌 수 있는 질문 아니면 걸어다니며 말하거나 모르는 척하기만 하더라고요. (고객은 뒷다리로 듣고 있음) 그냥 인터넷에 문의하고 사는 게 훨씬 편할 것 같아요. 이 가게 가지 마세요. 기분만 상하고 시간만 헛됐어요.",1
71,"이 작품은 정말로 환상적입니다! 최고의 작품들 중 하나라고 말씀드릴 수 있어요. 저도 전설이라는 말밖에는 다른 표현이 없네요. 오배넌의 섬세한 스토리텔링과 존-바뎀의 역동적인 연출은 정말로 눈에 박히는 멋을 자랑합니다. 두 배우의 대결은 매우 냉혹한데도 매력적인데, 정말로 극을 빠르게 전달하면서도 매끄럽게 진행되어서 좋았어요. 특히 주인공이 혼자서 전투기 편대를 잡고, 공중에서 덤블링하며 도심을 질주하며 테러를 해결하는 장면은 정말로 멋있었습니다. 이 작품은 단순히 슈퍼-헬리콥터의 장면만을 보여주는 것이 아니라, 천둥처럼 주인에 따라 천사나 괴물이 될 수 있다는 깊은 메시지를 전달하고 있어요. 또한, 이 작품은 21세기 공중전의 시작을 알리는 작품이라고 해도 과언이 아닙니다.",1
72,"오늘 치즈렐라버거에 15% 할인 받아서 올엑스트라와 치즈추가로 8000원을 냈는데... 정말 실망이었어요. 버거킹은 맛있게 먹을 수 있는 곳으로 유명한데 말이죠. 하지만 오늘은 다르게 아쉬운 경험을 했습니다. 처음 받은 버거는 치즈가 부족하고 야채 배치도 조금 엉망이었어요. 주문한 후에도 약 3분 넘게 기다려야 했는데, 기다린만큼 퀄리티가 더 좋아질 줄 알았는데 그렇지 않았습니다. 정말 아쉬웠어요. 앞으로는 주문하기 전에 꼼꼼히 확인해야겠다는 생각이 듭니다. 포장 상태도 꼭 확인해야겠어요. 전체적으로는 맛은 그럭저럭 괜찮았지만, 서비스 측면에서는 아쉬움이 컸어요. 사람들은 버거킹을 맛보고 싶어서 찾는데 이런 경험으로 인해서 실망할 수도 있을 것 같아요.  내가 경험한 이런 상황은 다른 사람들도 겪을 수 있으니까 말이죠. 버거킹 매장에서 주문할 때는 꼭 확인하시길 바랄게요. ",1
73,"직원들의 태도가 정말 별로였어요 ㅋㅋㅋㅋ 가볼만한 가게라는 소문을 듣고 인터넷으로 더 저렴한 가격을 알고 있었는데, 여러 가지 질문들을 하려고 했더니 직원들은 돈을 벌어야하는 질문이 아니면 별로 신경을 쓰지 않았어요. 직원이 걸어가면서 말하거나 전혀 모르는 척 일관했어요, 진짜 무성의한 어조로 말이죠. 그래서 결국 인터넷에서 질문을 하고 구매를 해야겠다고 생각했어요. 그 가게에 가기보다는 감정적인 피해를 입히고 시간을 낭비할 뿐이라고 할게요. ",1
74,"이 가격에 이런 품질? 제 동네에 이런 것이 있다니 정말 감사합니다! 도우는 탱글탱글하고, 감자와 소시지로 가득한 피자는 정말 맛있어요. 파스타도 정말로 추천하고 싶네요. 다만, 고기와 해산물의 단맛은 조금 줄였으면 좋겠네요.",1
75,"많이 쓰지 않는 편이지만... 아르바이트 직원들의 서비스 마인드가 조금 부족한 것 같아요. 햄버거와 감자튀김이 차갑고 기름에 잠긴 상태여서 느끼하고 눅눅했어요.... 솔직히 다른 지점들과 비교해보면 감자튀김은 맘스터치에서 정말 중요한 요소일텐데, 다시 방문하고 싶지 않을 정도입니다.",1
76,"이곳에 갈만한 점수는 없다. 하지만, 왜 좋은 평을 남기는 사람들이 돈을 받았을까? 나는 이해가 되지 않는다. 냉동 음식 조차 제공하지 않는데, 어떻게 이곳을 좋다고 할 수 있는지 이해할 수 없다. 심지어 요청한 김치조차 중국산이었고 가격은 비싸다. 이곳을 가지 않는 것이 최선이다. 이런 곳에서는 욕이 나올 것이다.",1
77,"와우, 정말 대단해요! 이 레스토랑은 정말 최고예요. 다른 음식점은 가보지 않았지만, 음식을 많이 먹는데 음식이 다양하게 제공되고, 밑에 있는 스윗앤커피와의 협력도 있어요. 맛도 깔끔하고 훌륭해요. 주말에는 북적북적할 것 같은데, 원래 사람들도 많이 찾아와서 붐비는 것 같아요. 서비스도 직원분들이 사장님이 아니시더라도 열심히 일하시고 엄청 친절하세요.",1
78,"베트남 음식을 일반적으로 알고 있는 것과는 조금 다른 맛을 느낄 수 있어요. 그러나 전체적으로 맛있는 편이었고, 특이한 매력을 가지고 있었어요. 특히 쌀국수는 제가 기존에 알고 있는 투명한 쌀국수면과는 다른 종류였어요. 익숙한 베트남 음식을 좋아하시는 분들께서는 함께 제공하는 향신료를 추가해서 드셔보세요. 또한, 베트남 커피도 직접 내릴 수 있다는 점에서 한 번쯤 경험해보기 좋아요. 처음 오시는 분들도 친절하게 먹는 방법 등을 안내해주셔서 좋은 경험이었습니다.",1
79,"이 가격에 이런 품질의 피자라니, 너무 기분이 좋아요! 도우는 아주 탱탱해서 맛있었고, 감자와 페퍼로니가 풍부하게 올려져서 좋았어요. 스파게티도 맛있고. 그런데, 불고기와 쉬림프는 좀 더 달콤한 맛이었으면 더 완벽했을 것 같아요. 정말 만족스러운 경험이었습니다.",1
80,"처음에는 친절했지만, 전화로 문의하면 엄청 귀찮아 하고 방문하라고 함. 여분 필름은 일주일도 안되서 재방문했더니 부착비를 무조건 내라고 함. 카메라 보호 필름을 3000원에 팔고 부착해주는 곳도 많은데 말만 존댓말이고 명령조에 질문을 차단하고 한숨부터.. 점점 이런식으로 변해가는 것이 안타까울 따름.",1
81,"배달에 초점을 너무 많이 두어서인지 서비스가 다소 부족한 것 같아요. 주문한 음료나 음식이 나오는 속도도 느리고 답답했어요. 고객의 불만을 제기하면 빠른 처리를 보여주는데까지 시간이 걸리더라구요. 자주 가는 이유가 가족들이 이곳을 좋아해서인데, 이렇지 않았다면 잘 안갔을 것 같아요.",1
82,"여기 가격 대비로는 상당한 편이네요. 비싼 생선은 아니라고 할 수 있지만, 같은 생선이라도 주인 아저씨가 손질을 정말 잘 해놓으셨어요. 우리 옆집인데 좋다는 글은 쓰지 말아야겠다는 손님이 많다고 해서 좋을 게 없을 것 같아요. 하지만 동네 사람들 많이 찾는 집과 비슷한 평가를 받을만한 가게라고 생각해요.",1
83,"와우, 정말 좋은 스터디 카페인 것 같아요. 다른 지점은 가본 적은 없지만, 노트북을 자주 사용하는 사람들한테는 최적의 공간일 것 같아요. 노트북 좌석이 따로 마련되어 있고, 밑에는 함께 제휴한 에그셀런트가 있어서 정말 편리했습니다. 시설도 청결하고 좋아요. 공사 때문에 소음이 있을 것 같았는데, 공사가 이미 끝났고 조용하게 공부할 수 있었어요. 직원분이나 사장님이신지 잘 모르겠지만, 진심으로 일하시고 정말 친절하셔서 좋았습니다. bb",1
84,"도넛 사러가는데 경악하고 나왔어요. 처음으로 이 매장에 가봤는데, 첫 번째로 손님들이 직접 집을 수 있게 도넛장을 바깥쪽으로 열어두었더라구요. 그런데 유리장이 열려있는데 매장 안에 계신 손님들은 다 마스크를 벗고 대화를 하고 있었어요. 너무 놀랐어요. 두 번째로는 내가 앞에 있는데 두 명의 애들이 손으로 도넛을 만지려고 하는데, 마스크를 착용하고 있었지만 어설프게 착용하고 있고, 계속 만지려고 했어요. 그런데 누군가 막아주려고 하거나 지시를 하거나 하는 사람은 없었어요. 한 번 가본 매장이었는데, 오랜만에 다시 가서 매장 관리를 보고는 안갈 것을 결심했어요.",1
85,라운즈 앱에서 안경을 구매하고 도수렌즈를 선택했어요. 제 눈 상태가 조금 까다롭긴 했지만 직원들이 너무 친절하게 도와주셨고 시력검사도 정말 철저하게 진행해주셨어요. 내 질문에도 잘 대답해주셨고 안경 착용 시 피팅도 완벽하게 해주셨어요. 착용감도 편안하고 너무 만족스러웠어요.,1
86,"모두 실망스러웠다. 레벨링, 재미, 편의성, 그래픽 어느 하나도 만족스럽지 못했다. 기다린만큼 보람도 없었고, 게임에서 얻을 수 있는 만족감이 전혀 없었다. 내게선 이 게임은 정말 싫어하는 사람에게 추천할 만한 가치가 없다.",1
87,내가 보고 싶었던 영화인데 TV에서 못 봤어. 한편의 어른 동화 같은 느낌이더라. 순수함에 힐링되는 느낌이었어. CG가 약간 아쉬웠지만 나라씨가 울 때 나도 같이 울었어ㅠ 나라씨는 항상 다른 사람들도 같이 울게 만드는 재주가 있는 것 같아ㅎㅎ 연기는 정말 굿이었어! 영화를 정말 잘 봤어^^,1
88,"가족들과 함께 주말 점심을 즐기러 갔는데, 미리 예약을 해두었더니 좋은 자리를 얻을 수 있었습니다. 모두가 매우 만족해하며, 다음에 또 오자고 했습니다. 또한, 성별에 대한 차별이 없는 곳이라 좋았습니다. 밥을 적게 선택한 사람들에게는 추가로 밥을 주시는 세심한 배려도 있었어요. 저는 여성이지만 크고 두껍다고 생각된 게 아니었는데 맛있는 음식들을 한 입에 다먹을 수 있었습니다. 정말 편식이 심한데도 맛있게 먹을 수 있었어요. 정말 꼼꼼하게 운영되는 곳인 것 같습니다.",1
89,"[위생불량-이물질] 음식에서 이물질을 발견하여 환불을 요청했었는데, 회수하러 온 직원은 본사에서 확인 후 내일 연락한다고만 말하셨어요. 직접 보고했음에도 불구하고 계속해서 회수를 거부하고 환불 요청을 철회하게 되었습니다. [피자 토핑 위에서 발견된 것이 아니라 씹다가 나왔던 것이었어요.]",1
90,"★★☆☆☆ (2.5)  모둠초밥(12,000원) 가성비 그럭저럭! 참소라 대신 연어로 바꿔달라고 요청했는데 바꿔주셔서 고마웠어요ㅎㅡㅎ 연어는 맛있었지만, 광어 초밥은 약간 따뜻해서 아쉬웠어요. 가게 내부는 조금 어수선한 느낌이었고, 전반적으로 괜찮았지만 큰 매력을 느끼진 못했습니다. 가성비는 그럭저럭하네요.",1
91,"[위생불량-이물질] 주문한 음식에서 이물질이 발견되어 회수 및 환불을 요청했는데, 가게에서는 남은 두 조각에 대해 50% 환불을 제안했습니다. 그런데 가게에서 식재료 이물질이 아닌 것으로 확인되어 본사에서도 확인 후 내일 연락해줄 것이라고 약속하셨습니다. 제가 직접 확인해봐도 계속해서 회수를 거부하고 환불 요청을 철회했습니다. (위에서 발견된 것이 아니라 씹다가 나온 것이었습니다)",1
92,"★★★☆(3.5) 오뎅탕(9,000원)를 시켰는데 가격 대비 맛있어요! 양파 대신 새송이버섯으로 바꿔달라고 요청했는데 새송이버섯으로 바꿔주셔서 감사했어요ㅎㅡㅎ 새송이버섯은 싱싱하고 맛이 좋았어요! 제일 처음 먹은 게살 탕이 조금 짜서 아쉬웠지만, 가게 내부에 들어가니 조금 혼잡한 느낌이었습니다. 전반적으로는 괜찮았지만 큰 장점을 느끼진 못했습니다!",1
93,"1편이 워낙 참신했던 탓에 좀 묻힌 감이 있긴 하지만 재미는 여전합니다. 시스템도 훨씬 발전해서 게임 하기도 편리해졌고요. 1편의 두꺼비같은 리틀시스터가 2편와서 이뻐진건 좀 보기 좋네요. 1편에서 설정이 더 늘어나서 관광하는 재미도 꽤 좋습니다. 
리뷰: 1편이 워낙 참신했던 탓에 좀 묻힌 감이 있긴 하지만 재미는 여전합니다. 시스템도 훨씬 발전해서 게임 하기도 편리해졌고요. 1편의 두꺼비같은 리틀시스터가 2편와서 이뻐진건 좀 보기 좋네요. 1편에서 설정이 더 늘어나서 관광하는 재미도 꽤 좋습니다. 리뷰:인터페이스 개선으로 게임 플레이가 훨씬 편해져서 좋았고, 1편에서의 감동은 잊을 수 없습니다. 게임 세계관이 더욱 넓어져서 탐험하는 재미도 더욱 상승했습니다.",1
94,"지금까지 떡볶이를 여러 번 시켜 먹어보았지만, 가격 대비 양이 조금 부족한 느낌이 들었습니다. 맛은 만족스러웠지만, 비싼 가격에 늘 양이 부족하다는 생각이 들어서 재방문을 고민하게 되었습니다. 첫 방문 때, 보너스로 주는 치본스테이크도 양이 많지 않아서 가격의 합리성에 대해 의문이 들었습니다. 2월에 준비한다는 것을 보고 매우 기대했지만, 결과적으로 실망스러웠습니다. ",1
95,"요즘은 맛이 좋지 않아서 자주 가지 않게 되었어요. 치즈스커트가 너무 짜고, 램버거의 특유한 향신료 향도 더 약해졌어요. 전에는 마요네즈 소스에 쿠민을 많이 넣어주셨는데, 이제는 안들어갔는지도 모르겠어요. 맛이 변한 후로는 정말로 아쉬워서 잘 가지 않게 되었어요. 이전에는 정말로 좋아했는데 너무 슬프네요.",1
96,겉만 번지르르한데 치킨메뉴가 많네요. 주인부부의 인상이 보이자 바로 자리를 박차고 나왔어야 했어요. 가격은 저렴한 편이지만 양이 적어서 조금 아쉬웠어요ㅋㅋㅋ 맛은 그럭저럭했어요. 하지만 직원들이 너무 불친절해서 기분이 좋지 않았어요. 갑인 손님한테도 이정도의 태도라면 다른 손님들에게는 더 어떨지 상상이 되네요. 인상은 정말 실망스러웠어요. 게다가 흡연실에서는 담배냄새가 나서 좀 불편했어요ㅠ 치킨을 먹으러 온건데 갑질당한 기분이 들었어요.,1
97,"가시고자 하시는 분들은 앞서 쓴 후기를 잘 읽어보고 가세요. 저도 급해서 여기서 상견례했는 데 음식이 짜고 맛없어요. 어딜 가서도 4만원을 주고 이런 거 먹기는 처음이에요. 간을 보고 만드는 건 맞으세요? 어떻게 이 돈을 받고 이런 음식을 내놓으시는 건지 몰라요. 자리때문에 한 마디도 못 하고 나와서 더 분하고 어이가 없네요. 그리고 서빙하시는 분의 덩치가 커서 의자와 벽 사이로 다니지도 못 하시고, 서빙도 굼떠요. 아 진짜. 음식은 쓰레기 같고 돈을 주고 사먹었기 때문에 너무 화가 나요.",1
98,"겉으로는 분위기가 번지르르했습니다. 다양한 스테이크 메뉴가 많고, 주인 부부의 인상도 괜찮아 보여서 자리를 잡았어야 했는데요. 가격은 저렴하지만 양이 조금 부족한 편이었습니다. 맛은 그럭저럭 괜찮았습니다. 다만, 서비스가 조금 불친절했던 것 같아서 놀랐습니다. 갑인 손님에게도 이 정도면 다른 사람들에게는 어떨지 더 잘 보일 것 같네요. 주변에 담배 냄새가 나는 흡연실이 있어서 조금 아쉬웠습니다. 스테이크를 먹으러 갔는데 갑질을 당한 기분이었습니다.",1
99,"이 가격에 이런 품질의 피자라니, 정말 기분이 좋아요! 도우는 아주 쫄깃하고 사과와 페퍼로니는 아주 다양한 양으로 올려주셨어요. 스파게티도 정말 맛있다는 것을 꼭 언급해야겠어요. 하지만, 소스에 불고기와 쉬림프의 단맛이 약간 부족한 것만 아쉬웠어요. 그렇지 않았다면 완벽했을텐데요.",1
