text,label
"평점조절위원회에서 나왔습니다(웃음)김혜선은 @내일이 오면@의 김순정,순정이 역할이 제일이다.팜므파탈로써,그 정도까지 잘해낼 줄은,정말 의외였어...연기20년 한사람에게 요즘 사극에서 벌어지고 있는,그녀에 대한 연기논란은 왠지 코미디의한장면 같음(웃음) 라고 해봐요.",1
"영화가 마무리되는 시간에 멍하다가 다 보고나면 한 마디 나올 거 같아요. 그리고 그 말은 ""별로네...""입니다.",1
공유 진짜 멋있어!!!ㅎㅎㅎ,1
활기차고 개성 넘치는 영화다. 말하기 부담스러운 성을 재미있게 다루었다.,1
소파에 죽 치고 앉아 지켜 볼 이유가 없는 작품인 것 같아요.,1
와우!!!!!!!!!!!!!!,1
"주요 대상이 어린이인데, 흔한 논리로는 설득하기 어렵다는 것은 이해합니다. 그러나 게임은 매력적이지 않고, 주인공인 요원이 정말로 무능해서 재미가 없습니다. 또한 CG 배경도 제 인상에는 별로 어울리지 않았어요.",1
"이 영화는 사운드 녹음이 혼돈스러워서 들을 수가 없었고, 주인공의 춤 실력은 전혀 없었습니다. 또한 내용이 너무 예상되고 지루했으며, 주인공들의 목소리도 영화에어 어울리지 않았습니다. CGV에서 도중에 뛰쳐나오고 싶었지만 참았습니다. 완전히 실패한 영국의 DVD용 뮤지컬영화입니다. 맘마미아보다 평점 1/10도 못합니다.",1
"어린 나이에 봤음에도 꽤나 좋아했던 로맨틱코미디는 마치 꿈같이 사랑스러웠다. 이 영화는 재미있고 유쾌한 이야기와 로맨스적인 분위기로 가득했으며, 주인공들의 사랑스러운 모습에 내가 빠져들었다. 영화 속 멋진 장소와 아름다운 사랑 이야기들은 나에게도 소망과 희망을 줬다. 코미디적인 요소도 잘 배치되어 있어 즐거움을 배가시킬 수 있었다. 어린시절부터 좋아한 로맨틱코미디와 비슷한 매력을 가진 이 영화는 내 삶에 활력을 불어넣어주었다. ",1
"게이물인줄 모르고 봤는데, 정말 어설픈 연기와 평범한 스토리로 실망스러웠어요.",1
"알바를해야 하는 사람들에게 꺼지고 싶은 마음을 가지게 해주는 영감적인 문장입니다. 알바생들은 이 문장을 보면서 힘을 내고, 알바가 끝나는 시간을 더 기다리며 최선을 다할 수 있을 것 같아요.",1
"저 영화 봤는데...진짜 머임? 왜 받아봤지? 그게 궁금해질 정도로 실망했다. 배우들도 스텝들도 이 영화의 꼭두각시였는데, 감독의 책임이 어디 있었던 건지 이해할 수 없었다.",1
4대2라니....최악은 너무 어이없어요.,1
이 영화는 정말 아름다웠어요!,1
"자극적인 것에 익숙해진 현대인이라면, 이 연출은 눈을 뗄 수 없는 신선한 경험이 될 것이다. 감독의 연출력은 화려하고 파격적이며, 관객들에게 뜨거운 감정을 일으킬 것이다. 이 영화는 당신을 충격과 감동으로 뒤흔들며, 기존의 관람 습관을 깨어버리게 할 것이다. ""자극적""이라는 이유로 무시하기엔 너무나도 매력적인 이 작품을 꼭 경험해보길 추천한다.",1
빵~빵~잘 볼걸 나도 당했음,1
이 영화는 정말로 짜증의 극치를 보여주는 작품입니다. 굉장히 불균형한 느낌이 들어서 참을 수가 없었어요. 뚱뚱하고 못생긴 주인공의 연기는 시간이 지나도 일관되게 형편없었어요. 그리고 때때로 흘러나오는 잔잔한 클래식 음악마저도 듣기 힘들 정도로 상당히 싫고 짜증났어요.,1
"감동감동ㅜㅜ, 정말 최고네요!!!!",1
별점 주기도 아깝네요 얼마나 내용이 진부한지 욕 밖에 안나오네요보고 재밌다고 하는 사람 초딩들인가요 죄송해요 너무 화가나서.아무 것도 볼게 없습니다 보지 마세요 그냥 티비판짜집기 한거 같네요 ,1
일반적으로는 짜증을 잘 내지 않는 편인데...-_-,1
돼지피를 먹고 닭을 목따는 장면은 정말 충격적이었어요. 무당은 진정한 프로페셔널이라는 걸 다시 한 번 느낄 수 있었습니다.,1
버려요.,1
재미없고 지루하고 잠이 왔다.,1
"3류풍 판타지 3점만 가져가는 작품은 과 같은 분위기와 세계관을 가지고 있습니다. 이 작품은 유쾌한 이야기 전개와 독특한 캐릭터들로 가득차 있어서 흥미롭게 읽을 수 있었습니다. 그러나, 개인적으로는 이 작품의 세부적인 설정과 플롯이 조금 더 발전될 수 있었으면 좋겠다는 생각이 들었습니다. 전반적으로는 재미있는 판타지 작품이라고 할 수 있으며, 팬타지 장르를 좋아하는 독자들에게 적극 추천할 만한 작품입니다.",1
"윤종신 복귀가 기뻤지만 이하늘이 왜 뽑힌지 이해할 수 없어요. 참가자의 실력을 평가하기 전에 심사위원의 인격과 능력을 먼저 갖추셨으면 좋겠네요. 부탁드릴게요, 그만좀 하세요.",1
이 작품은 정말로 광장하다! 오래된 작품들을 찾아보고 싶어지게 하는 작품이다.,1
"사랑, 우정, 모험, 감동을 모두 담은 내 생의 최고의 영화. 액션 장면도 화려하고 감정적인 연기도 인상적이었어요. 꼭 한 번 더 볼게요!",1
어린시절 지옥같이 무섭고 재미있게 봤던 추억의 판타지영화. 나쁜 짓은 절대 금물이야!,1
기존 멜로영화 형식을 탈피하려고 하였지만 감정의 절제가 지나치면서 너무 담백한 영화였다.,1
사랑비 서준에게 쏙 빠져버린 경험은 정말 특별하고 행복한 시간이었어. 난 그 순간을 1.2.3초만에 쏙 잊지 않을 거야. 후회도 안할 것 같아.,1
"이 영화를 보고 나도 남은 인생을 화려하게 살아야겠다는 교훈을 받았어요! 말로 표현하기 어렵지만, 이 영화에서 전달되는 메시지는 정말 강력하다고 생각합니다.",1
추억에 젖어들고 너무 좋았어요ㅋㅋ 아무 생각 없이 가볍게 보고 와도 좋을 것 같아요~,1
재미있는 싸이코물에 벗어나 다양한 요소를 가진 이야기! 적절한 사이코물 요소와 긴장감 넘치는 전개로 끝까지 흥미를 끌어올립니다.,1
이게 14년도에 만들어진건가요? 아니면 예전에 만든거 다시개봉한건가요?ㅠ너무 허접해요 ㅠ,1
이 영화 너무 좋아요! 귀여운 장면도 많고 사랑스러운 이야기도 너무 좋아요 ㅠㅠ 1번 봤는데 너무 좋아서 바로 2번째까지 봤어요. 넘 귀여워서 마음이 편해져요 ♥♥,1
개콘은 점점 갈수록 코너들이 지루하고 웃음이 안 나요.,1
사다코의 한이 서린 우물펀치ㅜㅜ 감동적인 작품이었습니다!,1
"후세와 사랑하게된 결정적 계기는 시노가 출현하는 연극으로서, 그 시간이 표현되지 않아 아쉽기는 하지만 인간의 생명을 빼앗아야만 하는 이유 등을 더 자세히 알려줄 수 있다면 좋겠다 생각해요. 또한 시노가 얼마나 본능을 절제하면서 사랑을 하려고 노력하는지를 더 잘 보여준다면 더욱 좋을 것 같아요.",1
"새벽시간에 하는 일본 영화들은 전부 개졸작이라고 하는데, 일본영화가 원래 다이래? 그래도 궁금해서 한 번 봐볼까 싶어서 기대돼.",1
"강수연은 멋진 몸매와 끼가 넘치는 매력으로 나를 매료시켰고, 최정원의 신음은 황홀한 경험이었다. 이들의 조합은 정말 최고였다!",1
"오! 김혜성이 너무 아름다워요, 이현진도 웃으면 정말 사랑스럽네요...하...",1
가발을 사용하면 머리가 바로 예뻐지고 스타일이 돋보입니다.,1
화려한 여정이 인상깊어요! 배우 배두나의 연기도 정말 잘하네요. 정말 재밌게 봤습니다!,1
"10대들을 위한 성적 호기심 영화는 역사적인 사건을 배경으로 한 어린 시절의 성장과사랑, 친구관계를 다루는 잔잔한 이야기였습니다. 주인공의 첫사랑과 성장 과정을 통해 지루하지 않고 흥미로운 이야기가 펼쳐졌습니다. 특히, 영화 속 주인공들의 고민과 갈등을 통해 많은 10대들이 공감할 수 있는 내용이었습니다. 전체적으로 심도 있는 이야기와 섬세한 연기가 돋보였으며, 성적 요소를 이용한 노골적인 장면 없이도 청소년들의 호기심을 충족시키는 방식으로 구성되어 있어서 만족스러웠습니다. 추천합니다.",1
정말 감동적인 영화였어요!,1
이 작품은 말로 설명하기 힘들 정도로 굉장하다. 그냥 조용히 관람해봐라.,1
다양한 사람들의 신선하고 감동적인 사랑 영화,1
이 미국드라마의 파워에는 정말로 알 수 없는 그 미묘함이 있어서 사로잡히게 되었어요. 최고입니다!!,1
이 영화는 너무너무 훈훈하네요^^ 감동적인 이야기와 좋은 연기로 마음을 따뜻하게 만들어주는 작품입니다. 추천합니다!,1
이거 응답하라에서 은지원원도 스스로 욕하지 않았나?ㅋㅋㅋㅋ 대박입니다!,1
내가 웃으며 배꼽이 빠질 뻔했던 영화! 컴퓨터에 저장돼있었는데 너무 즐거웠다ㅋㅋ,1
구성이 상당히 부실한 드라마. 역시 이 영화평가는 믿을 수 없다.,1
오우삼 헐리우드 영화중 제일 실망스러운 걸작,1
어느 시기의 영웅본색을 연출한 것인지 현실성이 전혀 없는 영화였습니다.,1
"학창시절을 되돌아볼 수 있는 시간들이어서 가슴이 설레는 드라마. 작은 장면, 대사, 배경음악 하나하나 완벽한 조화를 이뤄내어 아무 것도 버릴 게 없는 작품이다.",1
진짜 재미 없는데 왜 이렇게 평점이 높은지 이해가 안 돼서 화가 나요.,1
압도적으로 지루하고 허무한 영화. 어떤 형태로도 와 닿지 않는 내용과 영양가 없는 스토리가 아쉽다.,1
"이승기 정말 연기 잘하는데, 조연들도 연기 정말 잘해서 드라마가 매우 완성도 높은 작품이었습니다.",1
이 문장은 꿈과 현실의 경계가 모호하게 표현된 인상적인 문장입니다. 현실과 꿈의 세계를 넘나들며 다양한 해석을 갖게 하는 문장이라고 생각합니다.,1
"오늘 현충일특집프로를 보게되었는데, 1963년도의 매우 훌륭한 작품이었습니다.",1
이 작품은 판의미로와 동급한 최하급 작품입니다.,1
제대하고 보니까 더 재미있었어요 ㅋㅋㅋㅋ,1
"영화를 보는 것만으로도 마음의 휴가를 다녀온 느낌.온종일 바쁜 일상에서 벗어나 소박하고 편안한 분위기에 휩싸이게 되어 지루함을 전혀 느끼지 못했어. 그래서 다시 보고 싶은 영화인데, 비이의 부엌과 햇살 가득한 장면은 특히 인상적이더라.",1
코믹한건 좋았는데 짜임새가 많이 허술하다.,1
1996년에는 이런 판타지 로맨스 영화가 우리 나라에 없었어요. 그래도 신현준의 황장군 연기는 꽤 괜찮았어요. 한석규의 전성시대를 담은 영화를 보고 한석규 팬이 되었어요~~♥,1
이 영화를 재생하면 괴물같은 서스펜스와 비슷한 흡입력에 귀신같이 빠져들게 됩니다.,1
이 영화를 댓글로 추천받고 한 번 봤는데 기대에 못 미쳤어요. 이게 무슨 버킷리스트인지 모르겠어요! 죽기 직전에 소원을 이루어주는 게 내가 보기에는 말 그대로 살기 전부터 이루기로 다짐하는 게 아닌가 싶어요. 감동도 없고 진짜 '버킷리스트'란 영화에 비하면 쓰레기영화입니다. 완전히 실망했어요.,1
"오늘은 밝고 긍정적인 드라마를 보고 싶었는데, 연기들이 너무 오버해서 좀 거슬렸어요. 특히, 홍혜정 역할은 그나마 후련하고 시원해서 괜찮았는데 나머지 등장인물들은 답답하게 느껴졌어요. 내일 월요일인데, 행복한 것만 보고 싶네요.",1
"정치인의 모순인가, 정치범의 모순인가.... 은(는) 뚜렷한 주장과 목표를 갖고 있지만, 종종 그들의 행동과 결정이 모순되어 보입니다. 이 모순은 정치 인물들의 모호한 행동, 백치 정치, 혹은 불공정한 정치적 시스템으로 인해 발생할 수 있습니다. 아울러, 정치범들 또한 이러한 모순을 내포하고 있을 수 있으며, 그들이 가진 이상과 실제 행동 사이의 차이를 보여줄 수 있습니다. 이러한 모순은 인간의 본성과 정치적 권력사이의 불완전한 상호작용을 나타내며, 주제를 이해하고 심도 있게 고찰할 수 있도록 도와줍니다.",1
이런 상상력은 정말 대단하다.,1
"이 책은 정말 어려웠고, 전쟁에 대한 묘사도 이해하기 힘들었습니다.",1
"한국에서는 일본에서 10주년 극장판을 만들었더라도 10주년으로 재개봉하는 것은 과하지 않을까 싶습니다. 다른 극장판과 비교해볼 때, 조금 아쉬운 면이 있지 않나 싶습니다.",1
"한대희가 개그콘서트보는 중에 전화를 끊어버린다고해서, 개그콘서트를 없애달라는 요청을 하려고 했는데, 이런 리뷰를 쓰기에는 좀 무리가 있는 것 같아요. 그냥 재미있는 개그와 함께 즐길 수 있는 콘서트였어요! ㅡㅡ",1
"한물 간 동서양 두 배우의 싸움판은 정말로 멋진 액션 영화입니다. 예측 불가능한 전개와 잘 연출된 액션 장면들이 시청자를 완전히 사로잡습니다. 배우들의 연기력도 훌륭하며, 특히 동서양 배우들 간의 화려한 싸움 장면은 마치 예술 같습니다. 이 영화는 액션 영화 팬들에게 강력히 추천하고 싶습니다.",1
푸하하하 이거 기대 안했지만.. 역시나 구만..ㅋ,1
세계최초의 반공 애니메이션에는 훌륭한 역사적 가치가 담겨있습니다.,1
"이 작품은 감각적인 시각으로 바라보는 색다른 느낌의 사랑을 문학적으로 표현한 아름다운 작품이다. 감정과 감각이 서로 얽혀있는 이야기는 눈을 감고 듣고 느끼며 함께하는 독자들에게 새로운 경험을 선사한다. 이 작품은 말로 표현하기 어려운 감정의 향연을 자연스럽게 전달하는데 성공하여, 독자들은 작품 속의 캐릭터들과 함께 감정의 여정을 함께하게 된다. 이러한 문학적인 표현력은 작품에 깊이와 풍요로움을 더해주며, 독자들은 마치 작품 속 주인공들과 함께한 것처럼 세상을 달리는 기분을 느낄 수 있다. 리뷰를 읽으면서 색다른 감각을 경험해보고 싶다면, 이 작품을 꼭 추천한다.",1
"이 영화는 감정적인 상황을 다루는 독특한 스토리를 가지고 있으며, 주인공의 갈등과 이해하기 어려운 행동들을 통해 관객에게 깊은 생각을 하게 만들었습니다.",1
이영화는.제발 책을보세여.감독이 미친겁니다.이따위로 만들어놓고.화가 날정도 ㅡㅡ와 비슷한 리뷰를 남기면 영화를 보고 싶지 않을 정도에요.,1
신나는 레게 음악과 힙합만큼 매력적인 것은 없다.,1
정말 지루한 영화였네요. 시간과 돈을 아깝게 했습니다.,1
"그저 한마디뿐 '알리시아'는 흥미진진한 이야기와 매력적인 캐릭터들로 구성된 작품이다. 작가의 상상력과 뛰어난 문장력이 돋보이며, 독자를 긴장감 넘치는 세계로 끌어들이는데 성공한다. 정말로 밤새 읽고 싶은 만큼 중독적인 매력을 느낄 수 있는 독특한 작품이다. 추천한다!",1
엄청난 생동감과 실감을 느낄 수 있었다.,1
재미있는데 평점이 높다 싶을 정도로 높다.,1
옥소리 프로필 사진에 1점남기고 가기 싫어요 ㅋㅋㅋㅋ완전 대박이다 진짜 아우 짜증나!,1
드라마 너무 존잼당!,1
정말로 너무 좋아요ㅜㅜ 짱짱!!!,1
연기는 정말로 굿했다!,1
이런 영화 다시는 안나오겠지..그때 시절을 완벽하게 잘나타내주었던거같아요 ㅎㅎ ,1
중간정도 부터 봤는데도 정말 대단하다고 생각되요...,1
콩은 까야 제맛이지만 조금 더 입맞에 맞게 까는 기술이 발전하면 더 좋을 것 같아요.,1
이적의 소설. 지루하다.,1
액션영화라기보다는 범죄 느와르 영화로 분류할 수 있다. 하지만 범죄 느와르로서도 실패작이다.,1
미지의 매력에 푹 빠져버리게 되는 영화입니다.,1
"이런 문장을 읽으면서 정말로 어떤 사람들은 어떻게 감동을 받을 수 있는지 이해가 되지 않습니다. 살인이라는 진저리를 통해 피해자와 가해자를 구분하는 것이 당연한데, 이런 부성애라는 이야기가 어떤 사람들에게는 감동으로 다가온다는 사실 자체에 충격을 받습니다. 사회의 문제인 살인을 단순한 관점으로 접근하는 것에 대해 더욱 심각한 문제의식을 가져야한다고 생각합니다.",1
이렇게 재미있는데 평점이 왜 이렇게 구리지요?,1
아 OOO기.. 이걸 본 내눈이 아깝다 ㅡㅡ 진짜 아놔 진짜 OOO기명작이네요. 정말 말로 다 할 수 없을 정도로 대단한 작품입니다.,1
돈주고 본 값이 아깝다..딱딱하게 재미없다..2점밖에 주기가 어렵다..망작과 비슷한 영화.,1
여기 보고 싶은데 어디서 보죠???,1
영화 너무 재미있는데요!! ㅎㅎ,1
남주인공의 연기력이 너무 안습이었어요... 혀짧은 소리를 듣기도 힘들었어요. 남주인공을 맡은 매니저 역활분이 남주인공을 훨씬 잘 했을 것 같아요. 영화 자체는 적당히 볼 만한 것 같습니다. ^^,1
"3점이 딱....로맨스,코믹인데 로맨스와 코믹이 없다.",1
스토리가 엉망이고 추천하지 않아요.ㅜ,1
이 영화는 뭘 전달하려는지 모르겠네요. 오글거리고 과장된 요소들이 많아서 전체적으로 가벼워 보이는 느낌이 들었습니다.,1
이 영화는 정말 좋았어요.,1
더빙이 이상해서 영화를 보는 동안 조금 당황스러웠어요. 할머니는 평소에는 익숙한 더빙을 좋아하시기 때문에 이번에는 좀 아쉬워하셨을 것 같아요. 그래도 그 외의 요소들은 만족스러워서 전체적으로는 좋은 영화였습니다.,1
이게 2편이 나왔어??? 정말 놀라운 소식이네요!,1
모든 면에서 2%씩 모자랐다는 것은 정말 충격적이었습니다... 실망스러웠던 것은 50%나 떨어진 것 같아 너무 안타깝습니다.,1
정말 말 그대로 '쇼'하는 영화.. 과 같은 리뷰입니다.,1
"12년 전에 보았던 영화인데, 기억이 희미하지만 감독 이름인 진개가(천카이거) 세 자는 기억나네요. 그런데 이번에 다시 보니까 내용이 비슷한 것 같아요. 출연자와 이야기 전개는 다르지만, 액션과 긴장감이 기존의 영화와 비슷해서 마음에 들었습니다. 이 영화도 잘 만든 감독의 작품인 것 같아요. 추천합니다!",1
"정은지 언니의 연기는 정말 잘하시고, 노래 실력도 훌륭하셨습니다! 마지막 회를 웃으면서 즐겁게 보다니 너무 좋았어요! 정말 트로트의 연인이라고 할 수밖에 없네요! 정은지 언니 화이팅!♥",1
이건 웃기지 않네?,1
완전 망해요.,1
"아이의 시선으로 바라본 전장에선, 가슴이 먹먹해지는 순간이 끊이지 않았다.",1
사람들이 심심하다고 해서 아마 기대를 안 했을 텐데 나는 생각보다 볼 만한 영화였다. 다만 여자애와 복순이가 다투는 장면은 굳이 없어도 되지 않았을까 싶다. 그래도 그 장면이 없었다면 몰입도는 더 좋아졌고 어색함도 덜 느껴졌을 것 같다.,1
"설정은 연속극같은 느낌이 들지만, 배우들의 연기력은 뛰어나서 매력적이다.",1
"여주인공 인터뷰할 때 몰입도가 떨어져서 약간 실망스러웠지만, 그럼에도 불구하고 킬링타임용 스릴러로는 꽤 재미있게 볼 수 있었습니다.",1
전미 박스 오피스1위 ㅋㅋ 그냥 몰아주기 하는건가 어떻게 이런영화가 1위를 하지 옛날 80~90년대 우뢰매수준의 물폭탄싸움이네 ㅋㅋ 손에서 빔나가나 손에서 물폭탄 나가나 다를게 뭐지? 이 영화는 너무 지루하고 예상가능한 장면들로 가득차 있어요 ㅋㅋ 액션도 허술하고 특수효과도 좀 서툴러요. 정말로 이 영화가 1위를 한다니 놀랍게도 실망스러워요.,1
감독이 남자다보니 기량이 많이 딸리네,1
또 보고 또 울.었.다.. 하지만 그만큼 감동적인 영화였어요.,1
"이러한 영화는 오직 시각적인 아름다움만을 강조하며, 전체적인 이야기의 일관성과 결합성을 무시한다. 모든 것이 아름답게 표현되었지만, 따라가기 힘들어진다.",1
굿굿,1
"스토리 전개가 너무 어색하고 사랑 이야기도 제대로 다루지 않아요. 돈과 시간을 아끼고 싶다면 꼭 보지 않는 것이 좋아요. 호구와 비슷한 경험을 하고 싶다면 이 작품을 고려해보세요.",1
이 작품에서의 대사는 정말 인상적이네요! 네놈을 살려두기엔 쌀이 아까운 이 마음을 표현하는데 세기의 명대사라 할 만한 리뷰가 될 수 있을 것 같습니다. 작품의 분위기를 잘 살린 이 대사는 더욱더 작품에 매력을 더해주었죠. 집중력을 끌어주며 생생함과 긴장감을 함께 전달하는 이 대사로 더욱더 이 작품에 접하기를 원하게 됩니다.,1
"평점이 지나치게 높다. 아무런 재미도 느껴지지 않았다. 말만 많고 내용이 없어 쓸데없는 느낌이었다. 아쉽게도 조연들은 주인공을 따라올만한 매력이 없었고, 여배우의 매력도 그리 크지 않았다. 이전에 저스트고위드잇의 애니스톤을 보았던 영향일까 싶다. 정말 실망스러웠다.",1
이 드라마는 정말 맛깔나요!,1
"시베리아에서 훈련 중인 훈련병이 되어보는 느낌을 완벽하게 전달해주는 OST라 생각합니다. 강렬한 리듬과 울림이 키워드가 되면서, 훈련장에서의 짜릿한 분위기를 떠올리게 합니다. 이 OST와 함께라면 자신감을 가지고 어려운 훈련도 충분히 극복할 수 있을 것 같아요.",1
제목이 야경꾼 일지라고 하지만 시간이 흐를수록 질보다는 지루함이 더 두드러지네요. 10회가 넘어가고 2달이 넘어도 아직까지 이야기가 뻔한 흐름을 타고 가고 있어서 한 순간에 모든 것이 지루함의 지존이 되었습니다.,1
나이가 들수록 이해가 가는 영화를 볼수록 내게 더욱 친숙해지는 느낌이 들었다.,1
ㅠㅠ 마음이 아파요.,1
장면 완성도도 없고 아역 연기력도 형편없고 마치 추노에 출연하는 민폐언년 외국판인 줄 알았어요.... 초반만 그럴싸한 저급영화 수준이에요.,1
이 영화 정말 별로에요. 결말도 이상해요...,1
별로 흥미롭지 않아요 킁;;,1
"송강호의 연기는 정말 탄탄하고 완벽한 퍼포먼스를 선보이며, 그의 연기력으로 우리는 깊은 감동과 즐거움을 느낄 수 있었습니다. 송강호는 단연코 연기의 천재이며, 그의 캐릭터 속에 빠져들면 마치 현실에서 벗어나 새로운 세계로 빠져들어갈 수 있습니다. 그만큼 송강호는 연기파의 정점에 위치한 배우입니다.",1
"일본영화 수입 금지 시절에도 비디오 테이프로 돌려봤던 불후의 명작, 아 그립네요. 독특한 스토리와 감동적인 연기력으로 내내 눈과 마음을 사로잡은 영화입니다. 장면마다 오랜 시간이 흘러도 여운이 남아있는 작품입니다. 다시 한 번 볼 수 있다면 저는 언제나 기쁠 것 같습니다.",1
이토록 재밌을 줄이야. 그리고 살인에 대한 감독의 해석은 정말 재치있어. 대 배우님들의 10여년전 모습도 새로웠고. ㅋ. 정말 유쾌하고 재밌어.,1
누미 라파스 신봉선과 비슷하게 제작된 새로운 영화를 볼 수 있어서 좋았습니다.,1
케이블에서 그만 좀 재활용해라.,1
"훌륭했다. 정말로, 훌륭하다는 말 이외에 말할 것이 없다.",1
98년에 이렇게 훌륭한 영화가 탄생했다는 사실에 어떻게든 의아함을 느끼게 됩니다. 그 당시 최고의 영화로 지금 보아도 전혀 낡지 않은 퀄리티를 자랑합니다.,1
나도 이런 내가 한심하다고 생각하면서 티비로 돈내고 보고있는 것 같아.,1
쓰레기 연예인의 재기는 기대 이상이었습니다.,1
좋아 굿 경험했어요.,1
이 드라마는 정말 감동적이었습니다!,1
"발로만든영화. 주인공이 넘어지는 장면에서, 뒤로 걸어다니는 사람들의 우아한 모습이 인상적이었습니다. 발CG, 발연기, 그리고 발시나리오가 함께 조화를 이루어 이야기 속에서 발을 주요한 요소로 소개하고 있는 점이 흥미로웠습니다. 하지만, 내용 자체는 정말로 뭐같았습니다. ㅋㅋㅋ",1
이 작업은 언제쯤 끝나는 건지 적당히 해야겠어요.,1
워터루 다리의 안개와 마스코트는 정말로 잊을 수 없는 경험이었습니다. 안개에 휩싸인 다리를 건널 때의 신비로움과 마스코트와 함께하는 이색적인 분위기는 정말 특별하고 유니크했습니다. 추억에 남는 즐거운 순간이었어요.,1
곤사토시 감독... 2010년 너무나 안타깝게 돌아가셔서 가슴이 먹먹합니다.. 정말 천재적인 감독인데 말년에 암으로 가시다니.. ㅠㅠ 이제와서 다시봐도 모든 작품이 여전히 대작이네요...,1
너무 많은 생각을 하다보니 약간 부담스러웠어요. 예뼈지는 마음도 있었지만 조금 지나치게 생각하면 독이 될 것 같아서 조심스럽게 생각했어요. ^^,1
"아 츠무구만 없어지면 별 5개 줄게! 이 음식은 정말 맛있어요. 매우 신선하고 조리도 정말 깔끔하게 되어 있어요. 특히 아 츠무구를 넣으면 그 맛이 한층 업그레이드 됩니다. 제가 좋아하는 음식 중에 가장 맛있는 것 중 하나이며, 매번 주문할 때마다 반드시 아 츠무구를 추가해야 하는 정도로 사랑하는 음식입니다. 꼭 한번 드셔보세요!",1
"처음에는 조폭영화로 알고 봤지만, 나이가 들면서 이게 인생의 풍경이구나 하며 감동을 느끼게 되는 영화입니다. 세상에서 느낄 수 있는 여러 가치들이 점점 와닿게 되었는데, 세상은 비정해도 친구들과 함께하면 마음은 따뜻해지네요.",1
영상이 정말 멋지다.,1
"이 비디오를 봤는데, 재미있었습니다. 1997년도에 만들어졌다는 사실에 놀라웠습니다. 영화는 긴장감 넘치는 장면들로 가득했고, 한 시대의 분위기도 잘 담아냈습니다. 추천합니다!",1
"처참한 카페입니다. 음식의 맛이 전혀 없고, 서비스도 최악이었습니다. 다시는 방문하고 싶지 않은 곳입니다.",1
"2009년에 만들어진것치곤 재밌음 영화가 조금 길긴 했지만, 소재도 좋고 몰입감도 기대이상입니다. 매끄럽지 못한 부분도 있지만, 배우들의 연기는 둘 다 잘한 것 같습니다.",1
"액션과 로맨스를 결합한 철저한 스토리텔링으로 볼거리는 절대로 부족하지 않다. 박정아는 매력적인 액션신 이지만 그녀의 연기는 아주 평범하다. 그러나 전체적으로 봤을 때, 이 영화는 흥미진진한 시간을 보장해준다.",1
"좋은 점은 군더더기 없이 잘 진행되는데, 아쉬운 점은 재미가 없어서 조금 아쉬웠어요.",1
기대 안하고 봤는데 꽤 재밌네요. 배우들 연기력도 좋고 포스도 느껴져서 좋았어요.,1
고다미 맛있음,1
오 내게서 지ooo짜증!! 남자친구랑 봐서 민망해 죽는줄,1
0점이 아니면 안 되냐?,1
빠순이 영화 정말 웃기고 감동적이었어! 너무 재밌었어!,1
최악의 영화.. 지루하고 재미없고 스토리마저 진부하다.,1
좋은 의도와는 다르게 불편한 표현법을 사용하는 것은 유감스럽습니다.,1
줄리아로버츠의 귀여운연인은 5년 전의 이 작품처럼 매력적이었다.,1
신선한 과일들이 정말 맛있어요.,1
