id,sentence1,sentence2,sentence3,sentence4,label
TRAIN_012,"아...여기 부점장 정말 불친절하네요. 고객 대응과 말투가 너무 안 좋더라고요. 이런 사람이 서비스업이나 고객 응대를 한다는 게 신기하네요. 옥수동에서 20년 살았지만, 처음으로 손절하는 가게예요. 부점장을 바꿔야 장사 오래 할 수 있을 것 같아요. 고객 응대 중인 전화를 끊고 그 자리에서 고객을 무시하는 건 말이 되나요? 다른 고객들도 듣고 있을 텐데요. 지나가다 한 마디 적습니다.",아...여기 부점장 정말 불친절하네요 말투며 고객응대며.. 한심하기 그지없네요 이런사람이 서비스업 이나 고객응대 한다는거 자체가 .. 가능한가싶네요.. 옥수동 20년 살았는데 손절한 가게 처음이예요. 장사오래하고싶으시면 부점장을 바꾸세요제발.. 고객응대전화하다가 끊고 그자리에서 고객비아냥 거리는게 말이나됩니까? 다른고객들도 듣고있는데.. 지나가다 한마디적습니다,"아... 이곳의 부점장은 정말 불친절하네요. 그 말투와 고객응대는... 한심하면서도 그지없어요. 이런 사람이 서비스업이나 고객응대를 한다는 것 자체가... 가능한 걸까요? 저는 옥수동에서 20년을 살았는데, 이렇게 손절한 가게는 처음이에요. 장사를 오래 하고 싶으시다면 부점장을 바꿔주세요. 제발요... 고객응대 전화를 끊고 그 자리에서 고객비아냥을 거리는 게 말이 되나요? 다른 고객들도 듣고 있을 텐데... 지나가면서 한 마디 남기고 갑니다.","여기 점주의 태도와 응대 방식은 정말로 불친절하다고 느껴집니다. 서비스 업을 하는 사람으로서 이런 태도와 응대 방식은 실망스러워요. 옥수동에 20년을 살았지만, 이 가게를 처음으로 손절할 만큼 실망했습니다. 만약 장사를 오래 하고 싶으시다면, 부점장을 교체해 주세요. 고객과 전화를 하다가 무시당하고, 그 자리에서 고객을 무시하는 것이 어떻게 말이 될까요? 다른 고객들도 듣고 있는데요. 지나가다 말씀드립니다.",2
TRAIN_013,"도넛 사러 갔다가 정말 놀랐어요. 먼저, 손님이 직접 도넛을 집을 수 있도록 매장 문이 바깥으로 열려있었어요. 게다가, 매장 안에서는 모든 손님들이 마스크를 벗고 대화하고 있었어요. 또한, 내 앞에 있는 두 명의 아이들은 도넛을 보면서 손으로 만지려고 했어요. 그래도 마스크는 어설프게 끼고 있었지만, 그들을 막으려는 사람은 아무도 없었어요. 이 매장은 종종 가고 있던 곳이었는데, 오랜만에 방문한 결과 매장 관리 상태를 보고 다시는 가지 않기로 결심했어요.","도넛을 사러 갔는데 너무 실망했습니다. 첫째로, 도넛 가게 문을 밖으로 열어두어 손님이 직접 집을 수 있게 했습니다. 그 결과 유리 장이 열려있는데도 매장 안에 있는 손님들이 마스크를 벗고 대화를 나누는 광경을 presenced하게 보았습니다. 둘째로, 내 앞에 있던 두 사람이 손으로 도넛을 만지려 하면서 대화를 나누고 있었는데, 마스크를 제대로 착용하지 않고 만지려고 하는 모습에 굉장히 당황했습니다. 더욱이 막지 않는 사람이 한 명도 없었습니다. 이곳은 가끔 사먹었던 매장이었는데 오랜만에 방문했더니 매장의 관리 상태를 보고 다시는 방문하지 않기로 결정했습니다.",도넛 사러갔다가 경악하고 나옴. 1. 손님이 직접 집을 수 있도록 도넛장을 바깥쪽으로 열어둠. 유리장이 열려있는데 매장 안에 손님들 다 마스크 벗고 대화함. 2. 내 앞에 애들 둘이 손으로 만지려고 하면서 도넛 보면서 대화하는데 마스크 끼고 있어도 어설프게 끼고 있는데다 자꾸 만지려고 하는데 와서 막는 사람 한명 없음.  가끔 사먹었던 매장. 오랜만에 갔는데 매장 관리 보고 다시는 안가기로 마음 먹음.,"도넛 사러 갔는데 너무 실망했어요. 
1. 도넛장이 바깥으로 열려있어서 손님이 직접 집을 수 있게 해놨더라구요. 그리고 유리장이 열려있는데도 매장 안에서는 손님들이 다 마스크를 벗고 대화하고 있었어요.
2. 앞에 애들 둘이 손으로 도넛을 만지려고 하면서 대화를 하고 있었는데 마스크를 제대로 끼고 있지도 않은 상태였어요. 그리고 도넛을 계속 만지려고 하는데도 아무도 막지 않았어요.
이 매장은 예전에 가끔 사먹었던 곳이었는데 오랜만에 갔더니 매장 관리가 너무 안좋아서 다시는 안갈 것 같아요.",3
TRAIN_014,"떡볶이의 가격은 12,000원입니다. 맛은 충분히 만족스러웠지만, 가격을 고려했을 때 양이 다소 부족하다는 느낌이 들었습니다. 가격이 비싼 편이라 재방문을 고려하는데에 두 번 생각하게 되네요. 처음 방문한 날, 치본스테이크를 보너스로 주었지만, 양이 적어 가격의 합리성에 대해 의문이 들었습니다. 2월에 준비하는 것을 봤었는데, 내내 기대하였으나 결과는 실망스러웠습니다.","떡볶이 가격: 12,000원 맛은 있으나, 가격상 감동적이어야할 것 같은데 그렇지는 않음, 가격에 비해 양 매우 적음, 가격이 너무 세서 재방문하지 않을 것 같음. 2월터 준비하는 것 봤었고 어제 가오픈하고 치본스테이크도 보너스로 주길래 가봤는데 두 개를 그냥 돈주고 사먹었다는 느낌이었고 둘다 양 적어서 가격책정이 임대료 기준인지 음식 기준인지 의심스러웠음 여튼 어제가 마지막 방문일 것 같음 2월내내 기대했는데 실망스러움","떡볶이의 가격은 12,000원으로 맛은 있지만, 가격 대비 감동을 주지는 못했습니다. 분량은 가격에 비해 적었고, 그로 인해 재방문의 의욕이 생기지 않았습니다. 가게 개업 준비 과정을 지켜보고, 치본스테이크도 추가로 받았지만, 두 메뉴 모두 가격 대비 양이 적어서 가격 설정 기준에 대해 의문이 들었습니다. 지난 2월부터 기대하며 방문했지만, 결과적으로는 실망했습니다.","떡볶이 가격이 12,000원인데 그에 비해 만족감은 부족합니다. 맛은 좋지만 가격 대비 양이 적어 조금 실망했습니다. 가격 때문에 다시 방문하고 싶지 않아요. 가오픈한 날 치본스테이크까지 시킨 건 돈을 그냥 날린 기분이 들었습니다. 가격과 양, 무엇을 기준으로 책정했는지 의문이 들더군요. 2월 내내 기다려 왔지만, 결과는 실망이었습니다.",2
TRAIN_015,"분식의 전부를 제공하는 정릉역 분식집. 떡볶이는 쌀떡, 달콤하고 덜 매운 편. 분위기는 카페스타일, 떡볶이 맛은 평상 이상.","우이-신설선 정릉역 앞의 분식집입니다. 떡볶이, 튀김, 순대, 어묵, 라면 등의 분식들이 모두 있습니다. 떡볶이의 떡은 쌀떡을 사용하고 맵기는 죠스떡볶이에 비해 훨씬 덜 매우며 살짝 달달한 떡볶이입니다  내부는 카페와 비슷한 분위기이며 떡복이는 평균 이상의 맛입니다","정릉역 인근에 위치한 이 분식집은 떡볶이, 튀김, 순대, 어묵, 라면 등 다양한 메뉴를 제공합니다. 떡볶이는 쌀떡을 사용하며, 매운맛은 죠스떡볶이보다 훨씬 약하고 약간의 달달함이 특징입니다. 가게 내부는 카페와 같은 분위기를 물씬 풍기며, 떡볶이는 평균 이상의 맛을 자랑합니다.","정릉역 근처에 위치한 이 분식집은 떡볶이, 튀김, 순대, 어묵, 라면 등 다양한 메뉴를 제공합니다. 떡볶이는 그 중에서도 특히 눈에 띄는데, 쌀떡을 사용하고 마일드한 매운맛과 달콤함이 어우러져 죠스떡볶이보다 덜 매워요. 인테리어는 카페를 연상케 하는 편안한 분위기를 자아내고, 무엇보다 떡볶이는 별 기대없이 먹었는데 꽤 훌륭한 맛이었습니다.",2
TRAIN_016,"극장판 중에는 최고인데, 네티즌들이 사골에 대해 계속 언급하길래 좀 의아했는데요. 진짜 국밥을 이기는 사골이더라구요. 이렇게 되면 TV판과 스토리도 엉망이 되지 않을까 걱정되네요. 아직 큐는 안 봤지만, 사람들이 사골이 더 났다더라고요. 큐가 걱정되네요.",극장판중 최고긴한데아나 ㅡㅡ네티즌들이 사골사골 하길래좀 중복이 되나보다 싶었는데 ..진짜 국밥 뺨치는 사골이네;;;;이러면 TV판이랑 스토리도 엉망되지않나;;;;ㅡㅡ..에휴..아직 큐는 안봤지만사람들이 차라리 사골이 더 났다던데;큐 망;,극장판은 최고지만 네티즌들이 사골을 너무 많이 언급해서 중복되는 것 같았다. 국밥을 이길 수 있는 사골이다. 이러면 TV판이나 스토리가 엉망이 되지 않을까 싶다. 아직 큐는 안 봤지만 사람들이 차라리 사골이 더 좋다고 한다. 큐는 망할 것 같다.,"극장판 중에서도 최고라고 생각되는 작품이었지만, 네티즌들의 반응이 사골에 집중되어서 조금 중복된 느낌이 들었습니다. 국밥을 뛰어넘는 사골의 맛에 정말 놀랐어요. 하지만 이렇게 하면 TV판의 스토리가 엉망이 될까 걱정이 되네요. 아직 큐는 보지 않았지만, 사골이 더욱 뛰어나다는 반응이 있어서 큐도 기대됩니다.",2
TRAIN_017,별한개도 주기 아까운 욕나오는곳 이런쓰레기 같은곳을 좋다고 댓글 올려논 것들은 돈먹고 댓글 달았나? 죄다 냉동에 하다못해 술집에서 기본찬 하나 없는 이런데가 좋다는사람들 이해불가 요청해서 온 김치는 또 중국산 가격은 강도처럼 비싸고 절대 가지마삼 욕나오는곳이니,"이곳은 별 한 개도 아까운 곳이에요. 못마땅한 경험을 한 곳으로, 좋다는 댓글을 단 사람들은 돈을 받고 댓글을 달았을까요? 죄다 냉동 식품이거나 술집에서도 기본 찬이 하나도 없는 곳이라는데, 이런 곳을 좋다고 하는 사람들의 이유를 이해하기 어려워요. 김치를 요청했지만 중국산이고 가격도 엄청 비싸서 절대 다시 가지 말라는 의견이에요. 이런 곳은 가지 마시길 바랍니다.","별 한 개도 아까운 욕나오는 곳이라니, 정말로 쓰레기 같은 곳을 좋다고 댓글 올리신 분들은 돈을 받고 댓글을 달았나요? 이곳은 냉동 음식이라 해도 술집에 기본 찬 하나도 제공하지 않는 곳인데, 이런 곳을 좋다고 하는 사람들은 이해할 수 없어요. 김치를 요청하면 중국산을 가져온다는데, 가격은 강도처럼 비싸기만 하고 절대 가지 말아야 할 곳이에요. 정말로 욕나오는 곳이니까요.","한 개도 아깝다는 점수를 주고 싶지 않은데, 왜 이런 쓰레기 같은 곳에 좋은 댓글을 단 사람들이 돈을 받았나요? 냉동 음식에 술집에서 기본으로 제공하는 반찬도 없는데, 이런 곳을 좋다고 말하는 사람들을 이해할 수 없어요. 요청해서 온 김치는 중국산인데 가격은 비싸고, 정말 가지마세요. 이런 곳에서는 욕이 나오니까요.",1
TRAIN_018,"주말 점심에 가족들과 함께 갔는데, 예약은 두 달 전에 했습니다. 가족들 모두 매우 만족했고, 다시 오자고 했어요. 그리고 남녀차별이 전혀 없었어요. 밥 양을 조금 줄인 사람들에게는 밥이 따로 주어졌을 뿐이에요. 저는 여자인데도 밥은 충분히 많이 주셨고, 음식이 맛있어서 한 입에 다 먹었습니다. 정말 좋은 식당입니다.","주말 점심에 가족들과 함께 다녀왔고, 예약은 두 달 전에 했습니다. 가족 모두가 매우 만족하고 다음에 또 올 생각을 하고 있어요. 그리고 성별에 따른 차별이 없었어요. 밥 양을 적게 선택한 사람에게는 밥이 없이 제공되는 경우도 있었지만, 여자분께서는 제가 더 많이 크고 두껍더라고요. 제대로 된 음식을 제공하는 곳이었습니다.","주말 점심에 가족들과 함께 갔는데, 예약은 두 달 전에 했어요. 모두 다 만족했고, 다음에 또 오자고 했어요. 그리고 남자와 여자에 대한 차별도 없었어요. 밥을 적게 선택한 사람들에게는 밥이 없이 제공됐지만, 여자라도 크고 푸짐하게 주셨어요. 제가 편식하는 편인데도 맛있어서 한 입에 다 먹었어요. 정말 훌륭한 식당이에요.",주말 점심 가족들이랑 갔고 예약은 두달 전 했습니다. 다들 더없이 만족했고 또 오자고했어요.   그리고 남녀차별 없던데요? 밥양을 적게 선택한 사람은 몇개 밥없이 주시긴하던데. 여자고 저는 다 크고 두껍더군요.  편식이 심한편인데 맛있어서 다 한입에 먹었네요. 제대로된 곳입니다.,4
TRAIN_019,"좀 든든히 먹고 싶어서 5700원짜리 직화숯불구이를 시켰는데 사진처럼 정말 맛있게 나왔어요 ㅋㅋㅋ 고기와 밥의 양도 많아서 신기하긴 했지만, 정말 말도 안되게 많다고요? ㅋㅋㅋ 바쁘다고 양심내려놓고 장사하지 말고, 실제로 제공하는 메뉴와 사진이 같은지 확인해보세요. 바쁘긴 하지만 그래도 먹을래요. 다만, 방문은 다시 안할 것 같네요. 번창하세요^^",좀 든든히 먹고 싶어서 5700원짜리 직화숯불구이를 시켰는데 사진처럼 나왔네요 ㅋㅋㅋ 고기랑 밥 양이 저게 말이되나요?ㅋㅋㅋ 바쁘다고 양심내려놓고 장사하지 마시고 본인들이 걸어놓은 사진이랑 이게 같은메뉴인지 생각해보세요 바빠서 그냥 먹긴하는데 다시는 방문 안할 것 같네요 번창하세요^^,"들고 싶은 것이 있어서 5700원짜리 직화숯불구이를 주문했는데 사진처럼 나와서 웃겼어요 ㅋㅋㅋ 고기와 밥의 양이 조금 아쉬웠네요. 바빠서 사진과 메뉴가 일치하는지 확인해 보셨으면 좋겠어요. 다시는 방문하지 않을 것 같지만, 번창하세요^^","매우 든든하게 식사하고 싶어져서 5700원짜리 직화숯불구이를 주문했는데, 제가 기대한 대로 사진과 같이 나왔네요 ㅋㅋㅋ 고기와 밥의 양이 정말 말도 안 되게 많아서 놀랐습니다 ㅋㅋㅋ 바쁘신데도 정성을 다해 요리하시는 걸 느꼈어요. 다만, 사진과 메뉴의 일치성에 대해 좀 고민해보셔야 할 것 같습니다. 바빠서 그냥 먹긴 하겠지만, 다시 방문할 생각은 없을 것 같네요. 번창하세요^^",2
TRAIN_020,김밥 메뉴가 최고. 비빔국수는 다른집에서 비빔국수보다 훨씬 맛있음. 김밥을 말거나 썰다가 양손에 장갑을 낀 채로 고객을 응대하는 것은 조금 아쉽지만 김밥은 구성이 매우 훌륭함.,"이 식당의 김밥 메뉴는 정말 탁월해요. 면목동에서도 따라올 수 없는 맛이에요. 비빔국수도 다른 멸치국수 집들보다 맛있는데, 300배나 다릅니다. 다만 김밥을 만드는 중이거나 썰고 있을 때 다른 손님의 주문을 받는 것이 아쉽네요. 김밥을 마치거나 썰고 나서야 카드나 현금을 받는다는 점이 조금 아쉬웠어요. 비닐장갑을 벗고 응대하고 다시 착용하는 과정을 마무리하지 않고 다른 작업을 마치는 것으로 보아 조금 찜찜한 느낌이 들었습니다. 그 이외에는 김밥의 구성이 정말 훌륭해요.","김밥 메뉴가 정말 훌륭했어요. 면목동의 다른 가게와 비교해도 더 좋았습니다. 비빔국수는 멸치국수집에서 먹은 비빔국수보다도 300배 맛있었어요. 다만, 김밥을 만들거나 썰고 있을 때에는 다른 손님이 주문을 완료한 후에 카드나 현금을 받으셨더라구요. 이 점이 조금 아쉬웠습니다. 비닐장갑을 벗고 응대하고 다시 착용하시는 과정도 조금 찜찜한 느낌을 줬어요. 그 외에는 김밥 구성이 정말 훌륭했습니다.",김밥 메뉴가 탁월함 면목동 타의추종 불허 비빔국수는 타 멸치국수 집에서 비빔국수보다 300배 맛있음 단 김밥을 말고 있거나 썰고 있을 때는 다른 고객의 주문을 받더라도 모든 과정을 마친 후에 카드나 현금을 받았음 하는 아쉬움 김밥을 말거나 썰다가 비닐장갑 벗고 응대하고 다시 비닐장갑 끼시고 하던거 마저 하시는게 별로 기분상 찜찜한 느낌을 줌 그외로는 김밥 구성이 매우 알참,4
TRAIN_021,"꼬들살 냉동은 조금 아쉽지만, 채소와 고기 소스의 조합이 맛있어요. 와사비 소스도 맛있고, 파저리와 날계란의 조합도 신선합니다. 채소가 풍부해 너무 많이 남겨서 죄송하네요. 다음에는 사전에 요청하려 합니다. 볶음밥은 담백하지만 맛있습니다. 주인분과 직원분들의 친절함도 인상적이었어요. 맛은 최고는 아니지만 분위기와 정성이 최고점수입니다. 다른 더 좋은 고깃집도 있을 수 있지만 말이에요.","꼬들살 냉동이 조금 아쉽지만 전체적으로 채소와 고기 소스들이 조화롭습니다. 와사비와 나오는 소스가 특히 맛있어요. 파저리와 날계란의 조합도 신선합니다. 채소가 풍부해서 남은 양이 많아서 죄송합니다. 다음에는 요청해서 볶음밥을 먹을 예정입니다. 맛도 좋고 주인분과 직원분들의 친절함도 돋보였습니다. 맛이 최고냐고 하시면 더 좋은 고깃집이 있을 것입니다. 맛과 분위기, 정성이 어우러져 최고점수입니다.",꼬들살 냉동이 아쉽긴 하지만 전반적으로 채소와 고기 소스들이 맛있게 어우러져 있습니다. 중간에 와사비와 나오는 소스가 맛있네요 파저리와 날계란의 조합도 신선합니다 채소가 많이 제공되어서 남긴 양이 많아 죄송스럽기도 합니다. 댜음에는 미리 요청하려고 합니다 볶음밥이 심심한듯 담백합니다. 맛있습니다. 주인분과 직원분들의 친절함도 돋보였습니다.  맛이 최고냐고 하시면 더 좋은 고깃집이 있을것입니다. 맛과 분위기 정성이 어우러져 최고점수입니다,"꼬들살이 냉동 상태로 제공되어 아쉬웠지만, 채소와 고기 소스의 조합이 매우 맛있었습니다. 와사비와 함께 제공되는 소스가 특히 맛있었고, 파저리와 날계란의 조합도 신선했습니다. 채소가 풍부하게 제공되어 많이 남게 되어 죄송스러웠습니다. 앞으로는 사전에 요청하려고 합니다. 볶음밥은 담백한 편이었지만 맛있었습니다. 주인과 직원들의 친절함도 눈에 띄었고, 맛과 분위기, 정성이 조화를 이루어 최고점수라고 생각합니다. 하지만 맛이 최고라고 하면 더 좋은 고깃집도 있을 겁니다.",3
TRAIN_022,24시간 가마솥 설렁탕집. 조미료 없이 진한 국물맛. 색깔이 특이하고 콜라겐감. 국물이 진짜 찐. 전문가들은 알 것.,24시간 가마솥에서 진짜 뼈국물 고아내는 설렁탕집. 신선설렁탕이 대중적인 맛을 위한 조미료맛이 많이 난다면 여기는 진짜 할머니가 몇 날 며칠 고은 진한 국물맛이 난다. 색깔부터가 다르다. 다 먹고 난 뒤에는 입에 살짝 끈적하게 달라붙는 콜라겐이 느껴지며 보약을 한 첩 먹은 느낌. 국물이 진짜 찐임. 아는 사람은 알 것.,"24시간 가마솥에서 진짜 뼈국물을 내는 설렁탕집이에요. 신선한 설렁탕은 대중적인 맛을 위해 조미료가 많이 들어간다면, 여기는 진한 국물맛이 훨씬 더 나와요. 색깔부터도 다르구요. 다 먹고 나면 입에 살짝 끈적하게 달라붙는 콜라겐을 느낄 수 있어 보약을 먹은 느낌이에요. 정말 진한 국물이에요. 알고계신 분들은 알 것 같아요.","24시간 가마솥에서 진짜 뼈국물을 국내에 널리 알려진 설렁탕집들과 비교해보면, 신선설렁탕은 대중적인 조미료맛이 많이 느껴지지 않아요. 여기는 진짜 할머니가 고생 끝에 만든 진한 국물을 제공하고 있어요. 색깔조차도 다른데요. 다 먹은 뒤에는 입에 살짝 끈적하게 달라붙는 콜라겐을 느낄 수 있어 마치 보약을 한 첩 먹은 것 같은 느낌이에요. 국물이 정말 진하답니다. 이 집을 아는 사람들은 분명히 알아줄 거예요.",2
TRAIN_023,"전설적인 작품이에요! 스토리는 정말 정밀하게 짜여져 있고, 연출도 힘차고 멋져요. 두 배우의 대결도 너무 재밌었어요. 주인공이 전투기를 혼자서 조종하고, 공중 동작도 멋지게 했고, 테러를 막으러 다니는 슈퍼 헬리콥터도 인상적이었어요. 천둥은 누구의 손에 들어가든 천사나 괴물이 될 수 있는 법이에요. 정말 멋진 21세기 공중전의 시작이었어요.","전설적인 작품이에요! 오배넌의 정교한 스토리텔링과 존-바뎀의 역동적인 연출이 돋보여요. 두 명의 배우들의 대결은 냉혹하면서도 매력적이에요. 주인공이 전투기 편대를 혼자서 잡고, 공중에서 덤블링하며 도심을 질주하며 테러를 해결한다는 슈퍼-헬리콥터의 장면은 정말 멋있었습니다. 이 작품은 천둥처럼 주인에 따라 천사나 괴물이 될 수 있다는 메시지를 전달합니다. 21세기 공중전의 시작을 알린 작품이에요.",전설적인 작품! 오배넌의 완벽한 각본! 존-바뎀의 역할 연기도 대단! 두 명의 배우들의 대결이 흥미 진진! 슈퍼-헬리콥터로 도심을 질주하며 테러를 소탕하는 장면은 믿을 수 없는 스릴! 천둥은 주인의 힘에 따라 천사 혹은 괴물이 될 수 있어서 놀라움! 21세기 공중전의 시작!,"전설! 오배넌의 정밀한 각본! 존-바뎀의 힘찬 연출! 냉혹한 두 명배우의 대결! 혼자서 전투기 편대를 잡고, 공중 덤블링하고, 도심 상공을 질주하며 테러를 소탕하는 슈퍼-헬리콥터! 천둥은, 주인에 따라 천사도 괴물도 되는 법! 21세기 공중전의 서막!",4
